timestamp,has_face,ear,blink_cnt,pitch,yaw,roll,emo_feature
40.8,True,0.37,9,9.63,-5.4,-2.23,normal
40.88,True,0.38,9,10.14,-5.28,-2.23,normal
40.95,True,0.39,9,11.1,-4.8,-2.6,normal
41.03,True,0.38,9,11.52,-3.36,-2.47,normal
41.09,True,0.33,9,11.78,-2.5,-2.77,normal
41.17,True,0.31,9,12.34,-2.09,-3.0,normal
41.25,True,0.35,9,11.97,0.23,-2.11,normal
41.33,True,0.33,9,12.49,1.81,-1.97,normal
41.41,True,0.28,9,12.6,3.83,-2.29,normal
41.48,True,0.29,9,13.2,4.74,-2.04,normal
41.55,True,0.27,9,12.9,4.61,-1.83,normal
41.62,True,0.29,9,12.76,4.05,-1.74,normal
41.7,True,0.31,9,13.92,4.51,-1.56,normal
41.78,True,0.31,9,14.16,5.34,-1.78,normal
41.84,True,0.31,9,14.0,4.87,-1.39,normal
41.92,True,0.32,9,14.17,4.9,-1.33,normal
42.0,True,0.32,9,14.53,5.83,-1.53,normal
42.08,True,0.32,9,14.37,5.47,-1.2,normal
42.16,True,0.33,9,13.9,5.0,-1.26,normal
42.22,True,0.33,9,13.63,4.68,-1.09,normal
42.3,True,0.32,9,14.0,4.54,-1.2,normal
42.38,True,0.32,9,14.11,4.62,-1.17,normal
42.45,True,0.31,9,13.47,4.62,-1.51,normal
42.52,True,0.31,9,14.09,3.65,-2.09,normal
42.59,True,0.29,9,14.51,3.36,-2.11,normal
42.67,True,0.31,9,13.9,3.83,-2.07,normal
42.75,True,0.32,9,14.11,3.51,-2.17,normal
42.83,True,0.32,9,14.46,3.47,-2.5,normal
42.89,True,0.32,9,14.44,3.19,-2.45,normal
42.97,True,0.32,9,14.17,3.17,-2.33,normal
43.05,True,0.33,9,14.25,3.15,-2.37,normal
43.12,True,0.33,9,14.23,3.28,-2.59,normal
43.2,True,0.34,9,14.55,2.98,-2.51,normal
43.27,True,0.34,9,14.14,3.16,-2.77,normal
43.34,True,0.34,9,14.09,2.73,-2.52,normal
43.42,True,0.34,9,13.82,3.68,-2.57,normal
43.5,True,0.31,9,13.98,3.09,-2.75,normal
43.58,True,0.22,9,14.05,2.47,-2.78,normal
43.64,True,0.11,10,17.07,1.95,-2.64,tired
43.72,True,0.12,10,18.48,1.75,-2.55,tired
43.8,True,0.12,10,19.73,1.44,-2.93,tired
43.88,True,0.12,10,19.84,0.02,-3.34,tired
43.95,True,0.11,10,18.85,1.13,-2.65,tired
44.02,True,0.11,10,18.35,1.72,-2.22,tired
44.09,True,0.11,10,18.65,1.07,-2.73,tired
44.17,True,0.11,10,19.31,1.5,-3.52,tired
44.25,True,0.15,10,18.91,1.97,-3.02,tired
44.31,True,0.26,10,20.11,0.77,-3.03,normal
44.39,True,0.29,10,19.75,0.85,-3.26,normal
44.47,True,0.29,10,19.39,1.26,-3.62,normal
44.55,True,0.3,10,19.01,0.99,-4.32,normal
44.61,True,0.3,10,18.89,2.2,-4.77,normal
44.69,True,0.32,10,19.81,1.38,-5.21,normal
44.77,True,0.33,10,20.08,0.88,-5.29,normal
44.84,True,0.32,10,19.96,0.52,-4.95,normal
44.92,True,0.33,10,19.84,0.94,-4.96,normal
44.98,True,0.33,10,19.56,0.1,-5.42,normal
45.06,True,0.33,10,20.0,0.22,-5.37,normal
45.14,True,0.34,10,19.55,-0.04,-5.48,normal
45.22,True,0.34,10,19.14,-0.32,-5.44,normal
45.3,True,0.34,10,19.14,-0.18,-5.43,normal
45.36,True,0.34,10,19.4,-0.68,-5.39,normal
45.44,True,0.34,10,18.73,-0.19,-5.37,normal
45.52,True,0.34,10,18.52,0.42,-5.34,normal
45.59,True,0.34,10,18.88,-0.64,-5.56,normal
45.67,True,0.32,10,19.08,-0.16,-5.22,normal
45.73,True,0.33,10,18.91,-0.02,-5.17,normal
45.81,True,0.33,10,20.08,-0.25,-4.29,normal
45.89,True,0.37,10,19.12,-0.82,-3.8,normal
45.97,True,0.36,10,19.66,0.22,-3.64,normal
46.05,True,0.35,10,19.86,0.36,-3.67,normal
46.12,True,0.36,10,19.8,-0.77,-4.17,normal
46.19,True,0.38,10,18.64,-0.25,-4.23,normal
46.27,True,0.37,10,19.69,-1.35,-4.71,normal
46.34,True,0.38,10,20.04,-0.75,-4.42,normal
46.42,True,0.37,10,19.11,-0.96,-4.71,normal
46.48,True,0.37,10,18.52,-1.91,-4.44,normal
46.56,True,0.38,10,18.68,0.12,-4.28,normal
46.64,True,0.37,10,18.13,-0.96,-4.32,normal
46.72,True,0.36,10,18.09,0.03,-4.13,normal
46.78,True,0.36,10,18.55,0.33,-3.94,normal
46.86,True,0.36,10,18.29,0.27,-3.71,normal
46.94,True,0.35,10,18.33,0.42,-3.58,normal
47.02,True,0.35,10,18.38,0.01,-3.74,normal
47.09,True,0.35,10,18.58,-0.06,-3.73,normal
47.16,True,0.14,11,17.28,-0.01,-3.63,tired
47.23,True,0.15,11,17.24,0.05,-3.97,tired
47.31,True,0.13,11,16.93,0.56,-3.75,tired
47.39,True,0.21,11,17.49,-0.44,-4.88,normal
47.45,True,0.24,11,17.42,-0.42,-4.52,normal
47.53,True,0.26,11,18.17,-0.11,-4.64,normal
47.61,True,0.27,11,18.33,-0.64,-4.47,normal
47.69,True,0.27,11,18.79,-0.98,-4.36,normal
47.75,True,0.27,11,19.67,-1.52,-4.23,normal
47.83,True,0.29,11,18.77,-1.2,-4.19,normal
47.91,True,0.26,11,18.66,-0.35,-4.29,normal
47.98,True,0.11,12,18.48,-0.37,-3.96,tired
